category,service,quantity,cost,sale_price,creation_date,doctor
Clinic,اعطاء علاجات,2.0,0,100.0,2026-04-12,NA
Clinic,كشف,1.0,0,300.0,2026-04-12, د. حساني
Grooming,قص أظافر ,1.0,0,50.0,2026-04-12,NA
Grooming,حلاقة  قطط ,1.0,0,200.0,2026-04-12,NA
Clinic,كشف,1.0,0,300.0,2026-04-12, د. حساني
Grooming,استحمام كلاب صغيرة,1.0,0,300.0,2026-04-12,NA
Grooming,استحمام قطط,1.0,0,300.0,2026-04-12,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-04-11,NA
Clinic,كشف,1.0,0,500.0,2026-04-11,NA
Labs mojo,cbc mojo ,1.0,200,200.0,2026-04-11,NA
Clinic,اعطاء علاجات,1.0,0,180.0,2026-04-11,NA
Surgeries,قسطره فقط,2.0,0,300.0,2026-04-11,NA
Surgeries,تعقيم قطط اناث,1.0,0,2500.0,2026-04-11,NA
Clinic,كشف,1.0,0,300.0,2026-04-11, د. انس
Grooming,استحمام كلاب صغيرة,1.0,0,350.0,2026-04-11,NA
Grooming,استحمام قطط,1.0,0,250.0,2026-04-11,NA
Clinic,اعطاء علاجات,2.0,0,100.0,2026-04-11,NA
Labs mojo,اشعة,1.0,0,400.0,2026-04-11,NA
