category,service,quantity,cost,sale_price,creation_date,doctor
Grooming,استحمام كلاب صغيرة,1.0,0.0,300.0,2026-05-10,NA
Grooming,باكديج جروميج كلاب ,1.0,0.0,600.0,2026-05-09,NA
Supplies,غيار علي الجرح,4.0,120.0,200.0,2026-05-09,NA
Clinic,كشف,1.0,0.0,300.0,2026-05-09,NA
Clinic,كشف,1.0,0.0,300.0,2026-05-09,NA
Clinic,اعطاء علاجات,2.0,0.0,100.0,2026-05-09,NA
Surgeries,تعقيم قطط اناث,1.0,0.0,4000.0,2026-05-09,NA
Grooming,باكيدج جروميج قطط ,2.0,0.0,1000.0,2026-05-09,NA
Labs mojo,اشعة,1.0,0.0,300.0,2026-05-09,NA
Grooming,قص أظافر ,2.0,0.0,100.0,2026-05-09,NA
